Algorithm,Instance,Run,Time.s,Accuracy
Standard,Inst9,9,190.8,0.899
Standard,Inst9,10,191.4,0.889
Standard,Inst9,11,211.6,0.898
Standard,Inst9,12,170.1,0.87
Standard,Inst9,13,223.8,0.932
Standard,Inst9,14,179.2,0.869
Standard,Inst9,15,165.3,0.913
Standard,Inst9,16,176.2,0.872
Standard,Inst9,17,186.2,0.902
Standard,Inst9,18,195.2,0.946
Standard,Inst9,19,190.3,0.927
Standard,Inst9,20,183.5,0.887
Standard,Inst9,21,187.5,0.878
Standard,Inst9,22,164.7,0.892
Standard,Inst9,23,218.1,0.862
Standard,Inst9,24,180.2,0.893
Standard,Inst9,25,151.7,0.9
Standard,Inst9,26,170.4,0.883
Standard,Inst9,27,194,0.9
Standard,Inst9,28,197.1,0.88
Standard,Inst9,29,212.9,0.885
Standard,Inst9,30,189.1,0.846
Standard,Inst10,1,204,0.904
Standard,Inst10,2,198.2,0.915
Standard,Inst10,3,233,0.873
Standard,Inst10,4,190.8,0.925
Standard,Inst10,5,204.9,0.939
Standard,Inst10,6,219.2,0.921
Standard,Inst10,7,216.7,0.91
Standard,Inst10,8,233.8,0.884
Standard,Inst10,9,174.9,0.906
Standard,Inst10,10,184.3,0.938
Standard,Inst10,11,211,0.919
Standard,Inst10,12,218.5,0.908
Standard,Inst10,13,178,0.888
Standard,Inst10,14,184.4,0.906
Standard,Inst10,15,189.6,0.914
Standard,Inst10,16,164.8,0.875
Standard,Inst10,17,202.1,0.929
Standard,Inst10,18,208,0.897
Standard,Inst10,19,172.3,0.893
Standard,Inst10,20,211.2,0.884
Standard,Inst10,21,175.3,0.887
Standard,Inst10,22,195.8,0.91
Standard,Inst10,23,209.8,0.903
Standard,Inst10,24,202.6,0.927
Standard,Inst10,25,160.7,0.899
Standard,Inst10,26,176.4,0.889
Standard,Inst10,27,192.8,0.921
Standard,Inst10,28,191.3,0.902
Standard,Inst10,29,151.1,0.929
Standard,Inst10,30,183.2,0.907
Standard,Inst11,1,182.5,0.927
Standard,Inst11,2,198,0.885
Standard,Inst11,3,179.9,0.908
Standard,Inst11,4,185.3,0.924
Standard,Inst11,5,216.8,0.94
Standard,Inst11,6,217.7,0.901
Standard,Inst11,7,190.2,0.903
Standard,Inst11,8,200.9,0.919
Standard,Inst11,9,214.2,0.923
Standard,Inst11,10,181.4,0.947
Standard,Inst11,11,190.3,0.917
Standard,Inst11,12,225.3,0.901
Standard,Inst11,13,207.5,0.907
Standard,Inst11,14,205.4,0.926
Standard,Inst11,15,184,0.901
Standard,Inst11,16,222.7,0.919
Standard,Inst11,17,202.1,0.916
Standard,Inst11,18,257.2,0.922
Standard,Inst11,19,195.3,0.903
Standard,Inst11,20,182.4,0.912
Standard,Inst11,21,207.7,0.925
Standard,Inst11,22,191.5,0.936
Standard,Inst11,23,211.3,0.927
Standard,Inst11,24,180.1,0.916
Standard,Inst11,25,191.6,0.902
Standard,Inst11,26,227.9,0.908
Standard,Inst11,27,230.3,0.886
Standard,Inst11,28,239.9,0.919
Standard,Inst11,29,202.9,0.934
Standard,Inst11,30,207.8,0.924
Standard,Inst12,1,183.7,0.872
Standard,Inst12,2,153.7,0.852
Standard,Inst12,3,162.7,0.874
Standard,Inst12,4,175,0.871
Standard,Inst12,5,213.2,0.859
Standard,Inst12,6,159.4,0.89
Standard,Inst12,7,203.7,0.875
Standard,Inst12,8,249.2,0.886
Standard,Inst12,9,210.5,0.882
Standard,Inst12,10,165.5,0.92
Standard,Inst12,11,198.3,0.851
Standard,Inst12,12,192.6,0.855
Standard,Inst12,13,192.3,0.854
Standard,Inst12,14,158.8,0.862
Standard,Inst12,15,198.3,0.856
Standard,Inst12,16,164.5,0.853
Standard,Inst12,17,194.2,0.868
Standard,Inst12,18,195.1,0.88
Standard,Inst12,19,187.7,0.873
Standard,Inst12,20,183.8,0.882
Standard,Inst12,21,173.5,0.893
Standard,Inst12,22,196.8,0.865
Standard,Inst12,23,182.9,0.867
Standard,Inst12,24,156.4,0.883
Standard,Inst12,25,184.3,0.895
Standard,Inst12,26,227.9,0.878
Standard,Inst12,27,178.1,0.877
Standard,Inst12,28,135.2,0.896
Standard,Inst12,29,164.6,0.871
Standard,Inst12,30,146.2,0.863
Standard,Inst13,1,191.3,0.893
Standard,Inst13,2,175,0.898
Standard,Inst13,3,189.2,0.928
Standard,Inst13,4,180.5,0.907
Standard,Inst13,5,183.9,0.91
Standard,Inst13,6,154.8,0.923
Standard,Inst13,7,176.1,0.891
Standard,Inst13,8,247.8,0.914
Standard,Inst13,9,171.7,0.907
Standard,Inst13,10,200.4,0.907
Standard,Inst13,11,183.3,0.887
Standard,Inst13,12,198.8,0.904
Standard,Inst13,13,197.3,0.892
Standard,Inst13,14,191.2,0.92
Standard,Inst13,15,195.8,0.891
Standard,Inst13,16,167.7,0.929
Standard,Inst13,17,154,0.941
Standard,Inst13,18,182,0.905
Standard,Inst13,19,213.7,0.906
Standard,Inst13,20,170.5,0.9
Standard,Inst13,21,209.2,0.917
Standard,Inst13,22,228.2,0.921
Standard,Inst13,23,190.1,0.923
Standard,Inst13,24,200,0.894
Standard,Inst13,25,167.6,0.895
Standard,Inst13,26,183.4,0.894
Standard,Inst13,27,166.7,0.903
Standard,Inst13,28,188.4,0.918
Standard,Inst13,29,199.2,0.902
Standard,Inst13,30,172.9,0.887
Standard,Inst14,1,186.6,0.879
Standard,Inst14,2,193.2,0.912
Standard,Inst14,3,213.1,0.864
Standard,Inst14,4,193.9,0.864
Standard,Inst14,5,205.3,0.916
Standard,Inst14,6,185.5,0.935
Standard,Inst14,7,202.3,0.889
Standard,Inst14,8,188.1,0.888
Standard,Inst14,9,188.6,0.914
Standard,Inst14,10,185.3,0.892
Standard,Inst14,11,162.3,0.881
Standard,Inst14,12,182.9,0.864
Standard,Inst14,13,181.1,0.907
Standard,Inst14,14,217,0.924
Standard,Inst14,15,186.7,0.928
Standard,Inst14,16,199.7,0.895
Standard,Inst14,17,171.3,0.881
Standard,Inst14,18,166.5,0.894
Standard,Inst14,19,219.8,0.92
Standard,Inst14,20,178.1,0.896
Standard,Inst14,21,190.2,0.888
Standard,Inst14,22,201.5,0.864
Standard,Inst14,23,193.7,0.908
Standard,Inst14,24,152.4,0.89
Standard,Inst14,25,179.3,0.881
Standard,Inst14,26,201.8,0.876
Standard,Inst14,27,205,0.899
Standard,Inst14,28,218.3,0.914
Standard,Inst14,29,177.5,0.905
Standard,Inst14,30,172.8,0.914
Standard,Inst15,1,151.8,0.934
Standard,Inst15,2,181,0.875
Standard,Inst15,3,167,0.944
Standard,Inst15,4,174.2,0.88
Standard,Inst15,5,116.5,0.851
Standard,Inst15,6,162.9,0.905
Standard,Inst15,7,169.8,0.914
Standard,Inst15,8,94.57,0.925
Standard,Inst15,9,136,0.91
Standard,Inst15,10,162,0.917
Standard,Inst15,11,163.9,0.883
Standard,Inst15,12,143.5,0.881
Standard,Inst15,13,180.7,0.857
Standard,Inst15,14,196.9,0.931
Standard,Inst15,15,134,0.893
Standard,Inst15,16,156,0.906
Standard,Inst15,17,143.2,0.916
Standard,Inst15,18,162.7,0.907
Standard,Inst15,19,168,0.905
Standard,Inst15,20,117.7,0.881
Standard,Inst15,21,162.1,0.904
Standard,Inst15,22,172.1,0.894
Standard,Inst15,23,176.4,0.911
Standard,Inst15,24,168.6,0.877
Standard,Inst15,25,176.5,0.897
Standard,Inst15,26,164.6,0.907
Standard,Inst15,27,124.7,0.91
Standard,Inst15,28,154.1,0.899
Standard,Inst15,29,158.6,0.916
Standard,Inst15,30,170.7,0.895
Standard,Inst16,1,180.3,0.907
Standard,Inst16,2,200.1,0.921
Standard,Inst16,3,178.8,0.923
Standard,Inst16,4,217.8,0.93
Standard,Inst16,5,197.7,0.905
Standard,Inst16,6,195.7,0.904
Standard,Inst16,7,153.6,0.898
Standard,Inst16,8,163.4,0.935
Standard,Inst16,9,209.9,0.906
Standard,Inst16,10,148.9,0.919
Standard,Inst16,11,219.7,0.921
Standard,Inst16,12,124.8,0.926
Standard,Inst16,13,189.1,0.893
Standard,Inst16,14,199.9,0.91
Standard,Inst16,15,162,0.901
Standard,Inst16,16,208.4,0.95
Standard,Inst16,17,191.3,0.922
Standard,Inst16,18,170.6,0.892
Standard,Inst16,19,190.5,0.905
Standard,Inst16,20,178,0.91
Standard,Inst16,21,198.3,0.875
Standard,Inst16,22,158.2,0.913
Standard,Inst16,23,178.5,0.918
Standard,Inst16,24,157,0.881
Standard,Inst16,25,182.2,0.899
Standard,Inst16,26,210.5,0.889
Standard,Inst16,27,155.9,0.918
Standard,Inst16,28,154,0.925
Standard,Inst16,29,159.1,0.885
Standard,Inst16,30,175.2,0.911
Standard,Inst17,1,202.4,0.856
Standard,Inst17,2,140.6,0.888
Standard,Inst17,3,202.6,0.887
Standard,Inst17,4,178.2,0.895
Standard,Inst17,5,163.3,0.859
Standard,Inst17,6,182.3,0.885
Standard,Inst17,7,171.1,0.878
Standard,Inst17,8,186.2,0.878
Standard,Inst17,9,181.2,0.817
Standard,Inst17,10,213.2,0.889
Standard,Inst17,11,176.1,0.869
Standard,Inst17,12,157,0.868
Standard,Inst17,13,151.3,0.852
Standard,Inst17,14,199.3,0.862
Standard,Inst17,15,139.5,0.854
Standard,Inst17,16,155.2,0.872
Standard,Inst17,17,148.3,0.856
Standard,Inst17,18,171.6,0.879
Standard,Inst17,19,186.5,0.863
Standard,Inst17,20,187.9,0.834
Standard,Inst17,21,173,0.856
Standard,Inst17,22,192.3,0.899
Standard,Inst17,23,138.8,0.894
Standard,Inst17,24,193.9,0.869
Standard,Inst17,25,186.3,0.891
Standard,Inst17,26,199.1,0.891
Standard,Inst17,27,173,0.878
Standard,Inst17,28,186.1,0.863
Standard,Inst17,29,209.5,0.839
Standard,Inst17,30,179.2,0.867
Standard,Inst18,1,167.7,0.914
Standard,Inst18,2,172,0.922
Standard,Inst18,3,203.5,0.89
Standard,Inst18,4,171.6,0.901
Standard,Inst18,5,182.9,0.881
Standard,Inst18,6,174.8,0.903
Standard,Inst18,7,175.9,0.879
Standard,Inst18,8,177,0.891
Standard,Inst18,9,180,0.884
Standard,Inst18,10,182.3,0.893
Standard,Inst18,11,164.3,0.873
Standard,Inst18,12,146.6,0.888
Standard,Inst18,13,183.8,0.891
Standard,Inst18,14,172.3,0.887
Standard,Inst18,15,182.9,0.917
Standard,Inst18,16,184,0.881
Standard,Inst18,17,179.9,0.868
Standard,Inst18,18,154.4,0.881
Standard,Inst18,19,177.1,0.9
Standard,Inst18,20,183.1,0.893
Standard,Inst18,21,188.2,0.903
Standard,Inst18,22,167.5,0.869
Standard,Inst18,23,158.7,0.906
Standard,Inst18,24,198.4,0.883
Standard,Inst18,25,146.1,0.896
Standard,Inst18,26,161.2,0.906
Standard,Inst18,27,180.6,0.904
Standard,Inst18,28,175.7,0.907
Standard,Inst18,29,183.1,0.918
Standard,Inst18,30,180.3,0.872
Standard,Inst19,1,157,0.871
Standard,Inst19,2,209,0.848
Standard,Inst19,3,180.7,0.9
Standard,Inst19,4,154.2,0.947
Standard,Inst19,5,159.5,0.946
Standard,Inst19,6,158.1,0.91
Standard,Inst19,7,149.4,0.887
Standard,Inst19,8,195.4,0.878
Standard,Inst19,9,169.2,0.886
Standard,Inst19,10,203.8,0.843
Standard,Inst19,11,141.7,0.898
Standard,Inst19,12,154,0.921
Standard,Inst19,13,185.6,0.917
Standard,Inst19,14,165.1,0.882
Standard,Inst19,15,190,0.853
Standard,Inst19,16,152.4,0.901
Standard,Inst19,17,170.1,0.888
Standard,Inst19,18,200.1,0.892
Standard,Inst19,19,191,0.919
Standard,Inst19,20,146.5,0.885
Standard,Inst19,21,164.2,0.865
Standard,Inst19,22,147.9,0.888
Standard,Inst19,23,152.9,0.906
Standard,Inst19,24,149.9,0.883
Standard,Inst19,25,187.8,0.874
Standard,Inst19,26,175.3,0.886
Standard,Inst19,27,166.6,0.914
Standard,Inst19,28,154.3,0.875
Standard,Inst19,29,221.8,0.933
Standard,Inst19,30,199.7,0.905
Standard,Inst20,1,247.1,0.901
Standard,Inst20,2,219.2,0.88
Standard,Inst20,3,243.9,0.892
Standard,Inst20,4,209.5,0.904
Standard,Inst20,5,194.4,0.873
Standard,Inst20,6,231.3,0.9
Standard,Inst20,7,220.3,0.871
Standard,Inst20,8,228.4,0.891
Standard,Inst20,9,249.6,0.927
Standard,Inst20,10,241.8,0.895
Standard,Inst20,11,219,0.93
Standard,Inst20,12,216.8,0.896
Standard,Inst20,13,198.7,0.923
Standard,Inst20,14,206.7,0.899
Standard,Inst20,15,215.3,0.902
Standard,Inst20,16,214.9,0.896
Standard,Inst20,17,188.2,0.917
Standard,Inst20,18,255.1,0.898
Standard,Inst20,19,255.2,0.907
Standard,Inst20,20,212.8,0.92
Standard,Inst20,21,242.1,0.894
Standard,Inst20,22,232.7,0.911
Standard,Inst20,23,221.5,0.921
Standard,Inst20,24,216.2,0.918
Standard,Inst20,25,216.1,0.885
Standard,Inst20,26,251.7,0.92
Standard,Inst20,27,243.7,0.931
Standard,Inst20,28,241,0.926
Standard,Inst20,29,215.3,0.925
Standard,Inst20,30,237.4,0.903
Standard,Inst21,1,157,0.947
Standard,Inst21,2,171.7,0.918
Standard,Inst21,3,150.5,0.91
Standard,Inst21,4,170.8,0.92
Standard,Inst21,5,204.9,0.918
Standard,Inst21,6,180.4,0.922
Standard,Inst21,7,193.9,0.94
Standard,Inst21,8,138.7,0.969
Standard,Inst21,9,196,0.942
Standard,Inst21,10,198.9,0.927
Standard,Inst21,11,167.6,0.912
Standard,Inst21,12,176.2,0.938
Standard,Inst21,13,157.3,0.882
Standard,Inst21,14,179.9,0.933
Standard,Inst21,15,178.5,0.939
Standard,Inst21,16,133.5,0.933
Standard,Inst21,17,134.2,0.905
Standard,Inst21,18,145.3,0.934
Standard,Inst21,19,177.9,0.918
Standard,Inst21,20,179.7,0.921
Standard,Inst21,21,170.8,0.895
Standard,Inst21,22,160.6,0.92
Standard,Inst21,23,143.2,0.948
Standard,Inst21,24,219.1,0.913
Standard,Inst21,25,187.6,0.923
Standard,Inst21,26,168.4,0.935
Standard,Inst21,27,171.4,0.934
Standard,Inst21,28,181.1,0.891
Standard,Inst21,29,166.8,0.928
Standard,Inst21,30,162.3,0.904
Standard,Inst22,1,172.9,0.903
Standard,Inst22,2,194.1,0.902
Standard,Inst22,3,160.6,0.894
Standard,Inst22,4,159.9,0.933
Standard,Inst22,5,179,0.891
Standard,Inst22,6,172.4,0.892
Standard,Inst22,7,178.5,0.914
Standard,Inst22,8,167.3,0.878
Standard,Inst22,9,191.8,0.871
Standard,Inst22,10,181.1,0.913
Standard,Inst22,11,178.8,0.868
Standard,Inst22,12,163.5,0.911
Standard,Inst22,13,156.7,0.885
Standard,Inst22,14,198.1,0.922
Standard,Inst22,15,199.2,0.905
Standard,Inst22,16,206.2,0.937
Standard,Inst22,17,165.7,0.919
Standard,Inst22,18,168.5,0.885
Standard,Inst22,19,178.9,0.927
Standard,Inst22,20,196.5,0.906
Standard,Inst22,21,164.2,0.905
Standard,Inst22,22,173.2,0.868
Standard,Inst22,23,169.8,0.889
Standard,Inst22,24,135.7,0.916
Standard,Inst22,25,202.1,0.887
Standard,Inst22,26,181.2,0.904
Standard,Inst22,27,176.5,0.87
Standard,Inst22,28,187.7,0.881
Standard,Inst22,29,185.4,0.864
Standard,Inst22,30,180.4,0.922
Standard,Inst23,1,225.8,0.857
Standard,Inst23,2,197.9,0.888
Standard,Inst23,3,230.3,0.861
Standard,Inst23,4,182.3,0.908
Standard,Inst23,5,180.5,0.875
Standard,Inst23,6,197.1,0.882
Standard,Inst23,7,237.1,0.892
Standard,Inst23,8,206.3,0.881
Standard,Inst23,9,189,0.856
Standard,Inst23,10,194.8,0.886
Standard,Inst23,11,214.4,0.887
Standard,Inst23,12,188.1,0.864
Standard,Inst23,13,190.4,0.922
Standard,Inst23,14,226.3,0.882
Standard,Inst23,15,226.4,0.915
Standard,Inst23,16,213.8,0.894
Standard,Inst23,17,194.2,0.919
Standard,Inst23,18,229.3,0.882
Standard,Inst23,19,204.5,0.887
Standard,Inst23,20,219.2,0.912
Standard,Inst23,21,222.3,0.922
Standard,Inst23,22,222.8,0.878
Standard,Inst23,23,226.1,0.888
Standard,Inst23,24,224.9,0.902
Standard,Inst23,25,193.4,0.912
Standard,Inst23,26,217.7,0.894
Standard,Inst23,27,228.9,0.935
Standard,Inst23,28,210.8,0.907
Standard,Inst23,29,194.7,0.897
Standard,Inst23,30,210.5,0.885
Standard,Inst24,1,222,0.926
Standard,Inst24,2,175,0.964
Standard,Inst24,3,194.2,0.906
Standard,Inst24,4,192.3,0.907
Standard,Inst24,5,167.1,0.904
Standard,Inst24,6,182.3,0.93
Standard,Inst24,7,184.2,0.928
Standard,Inst24,8,188.6,0.922
Standard,Inst24,9,191.7,0.919
Standard,Inst24,10,236.8,0.919
Standard,Inst24,11,156.7,0.958
Standard,Inst24,12,187.7,0.924
Standard,Inst24,13,190.3,0.937
Standard,Inst24,14,156.7,0.955
Standard,Inst24,15,188.3,0.896
Standard,Inst24,16,193.9,0.917
Standard,Inst24,17,207.2,0.926
Standard,Inst24,18,182.4,0.926
Standard,Inst24,19,177.6,0.921
Standard,Inst24,20,152.4,0.931
Standard,Inst24,21,219.1,0.924
Standard,Inst24,22,179.9,0.924
Standard,Inst24,23,199.5,0.92
Standard,Inst24,24,220.5,0.961
Standard,Inst24,25,163.8,0.954
Standard,Inst24,26,226.8,0.953
Standard,Inst24,27,153.3,0.935
Standard,Inst24,28,234.2,0.942
Standard,Inst24,29,198.2,0.916
Standard,Inst24,30,210.3,0.91
Standard,Inst25,1,183.5,0.856
Standard,Inst25,2,193.1,0.903
Standard,Inst25,3,181.6,0.909
Standard,Inst25,4,181,0.884
Standard,Inst25,5,159.4,0.927
Standard,Inst25,6,199.3,0.926
Standard,Inst25,7,217,0.906
Standard,Inst25,8,214.5,0.888
Standard,Inst25,9,201,0.921
Standard,Inst25,10,168.5,0.912
Standard,Inst25,11,200.5,0.925
Standard,Inst25,12,221.3,0.901
Standard,Inst25,13,219.3,0.873
Standard,Inst25,14,173.7,0.873
Standard,Inst25,15,190.5,0.913
Standard,Inst25,16,171.7,0.914
Standard,Inst25,17,201.1,0.893
Standard,Inst25,18,190.8,0.897
Standard,Inst25,19,193.5,0.891
Standard,Inst25,20,173.5,0.876
Standard,Inst25,21,207.8,0.89
Standard,Inst25,22,191.8,0.923
Standard,Inst25,23,188.1,0.905
Standard,Inst25,24,207.4,0.892
Standard,Inst25,25,168.7,0.88
Standard,Inst25,26,185.8,0.935
Standard,Inst25,27,204.9,0.904
Standard,Inst25,28,204.1,0.867
Standard,Inst25,29,210.5,0.891
Standard,Inst25,30,220.9,0.917
Standard,Inst26,1,178.4,0.908
Standard,Inst26,2,220.9,0.912
Standard,Inst26,3,204.6,0.888
Standard,Inst26,4,197.3,0.867
Standard,Inst26,5,200.5,0.931
Standard,Inst26,6,154.6,0.907
Standard,Inst26,7,186.5,0.909
Standard,Inst26,8,188.2,0.881
Standard,Inst26,9,154.1,0.873
Standard,Inst26,10,187.7,0.933
Standard,Inst26,11,212.7,0.912
Standard,Inst26,12,212.4,0.891
Standard,Inst26,13,176.8,0.884
Standard,Inst26,14,197.4,0.939
Standard,Inst26,15,172.1,0.921
Standard,Inst26,16,197.1,0.886
Standard,Inst26,17,187.9,0.894
Standard,Inst26,18,186.1,0.885
Standard,Inst26,19,203.7,0.916
Standard,Inst26,20,188.9,0.929
Standard,Inst26,21,155.4,0.88
Standard,Inst26,22,207.8,0.886
Standard,Inst26,23,207.2,0.887
Standard,Inst26,24,226.1,0.926
Standard,Inst26,25,224.6,0.915
Standard,Inst26,26,211.5,0.904
Standard,Inst26,27,201.2,0.878
Standard,Inst26,28,234.4,0.913
Standard,Inst26,29,231.8,0.887
Standard,Inst26,30,183.6,0.911
Standard,Inst27,1,280.6,0.87
Standard,Inst27,2,199.7,0.877
Standard,Inst27,3,246.6,0.879
Standard,Inst27,4,242.3,0.901
Standard,Inst27,5,242.2,0.884
Standard,Inst27,6,243.7,0.876
Standard,Inst27,7,244.4,0.886
Standard,Inst27,8,211.8,0.871
Standard,Inst27,9,252.2,0.894
Standard,Inst27,10,234.2,0.869
Standard,Inst27,11,277,0.857
Standard,Inst27,12,225.3,0.851
Standard,Inst27,13,232.4,0.864
Standard,Inst27,14,231.6,0.856
Standard,Inst27,15,253.5,0.873
Standard,Inst27,16,204.4,0.854
Standard,Inst27,17,258.4,0.902
Standard,Inst27,18,252.3,0.876
Standard,Inst27,19,244.5,0.895
Standard,Inst27,20,212.1,0.899
Standard,Inst27,21,240.3,0.87
Standard,Inst27,22,274.7,0.857
Standard,Inst27,23,226.1,0.864
Standard,Inst27,24,240.7,0.877
Standard,Inst27,25,225.7,0.868
Standard,Inst27,26,260.5,0.891
Standard,Inst27,27,230.3,0.92
Standard,Inst27,28,265.8,0.898
Standard,Inst27,29,241.1,0.892
Standard,Inst27,30,235.6,0.881
Standard,Inst28,1,153.8,0.878
Standard,Inst28,2,157.1,0.867
Standard,Inst28,3,149.4,0.894
Standard,Inst28,4,184.1,0.902
Standard,Inst28,5,146.2,0.904
Standard,Inst28,6,130.4,0.885
Standard,Inst28,7,217.9,0.896
Standard,Inst28,8,149.7,0.894
Standard,Inst28,9,163.2,0.854
Standard,Inst28,10,141.7,0.858
Standard,Inst28,11,136.6,0.883
Standard,Inst28,12,154.8,0.872
Standard,Inst28,13,175,0.922
Standard,Inst28,14,133.8,0.916
Standard,Inst28,15,149.9,0.865
Standard,Inst28,16,146.7,0.891
Standard,Inst28,17,177.5,0.896
Standard,Inst28,18,161.3,0.888
Standard,Inst28,19,170.2,0.895
Standard,Inst28,20,154.3,0.916
Standard,Inst28,21,181.1,0.904
Standard,Inst28,22,119.9,0.881
Standard,Inst28,23,150.1,0.896
Standard,Inst28,24,162.3,0.876
Standard,Inst28,25,170.6,0.913
Standard,Inst28,26,159.2,0.889
Standard,Inst28,27,160.7,0.88
Standard,Inst28,28,187.9,0.891
Standard,Inst28,29,145.3,0.875
Standard,Inst28,30,144,0.865
Standard,Inst29,1,204.9,0.912
Standard,Inst29,2,166.1,0.907
Standard,Inst29,3,199,0.939
Standard,Inst29,4,193.2,0.92
Standard,Inst29,5,185.6,0.91
Standard,Inst29,6,141.4,0.929
Standard,Inst29,7,155,0.914
Standard,Inst29,8,198.5,0.911
Standard,Inst29,9,210.9,0.894
Standard,Inst29,10,226.1,0.862
Standard,Inst29,11,187.6,0.883
Standard,Inst29,12,171.7,0.902
Standard,Inst29,13,166,0.904
Standard,Inst29,14,195.2,0.931
Standard,Inst29,15,191.8,0.905
Standard,Inst29,16,162.3,0.907
Standard,Inst29,17,185.8,0.912
Standard,Inst29,18,160.3,0.91
Standard,Inst29,19,184.1,0.885
Standard,Inst29,20,177.4,0.902
Standard,Inst29,21,164,0.893
Standard,Inst29,22,174.1,0.944
Standard,Inst29,23,161.2,0.901
Standard,Inst29,24,184.3,0.889
Standard,Inst29,25,222.1,0.889
Standard,Inst29,26,182.1,0.885
Standard,Inst29,27,180.4,0.918
Standard,Inst29,28,173.9,0.858
Standard,Inst29,29,196,0.874
Standard,Inst29,30,183.8,0.916
Standard,Inst30,1,146.6,0.895
Standard,Inst30,2,152.4,0.884
Standard,Inst30,3,170.4,0.918
Standard,Inst30,4,131.3,0.93
Standard,Inst30,5,132.6,0.901
Standard,Inst30,6,167.7,0.905
Standard,Inst30,7,133.8,0.921
Standard,Inst30,8,125,0.892
Standard,Inst30,9,144.4,0.922
Standard,Inst30,10,170.9,0.919
Standard,Inst30,11,162.9,0.962
Standard,Inst30,12,141.4,0.9
Standard,Inst30,13,122.3,0.878
Standard,Inst30,14,163.8,0.92
Standard,Inst30,15,127.1,0.921
Standard,Inst30,16,152.2,0.917
Standard,Inst30,17,169.6,0.957
Standard,Inst30,18,132.1,0.893
Standard,Inst30,19,169.9,0.884
Standard,Inst30,20,175.5,0.907
Standard,Inst30,21,193.7,0.917
Standard,Inst30,22,162.9,0.896
Standard,Inst30,23,167.5,0.905
Standard,Inst30,24,162.4,0.941
Standard,Inst30,25,161.7,0.909
Standard,Inst30,26,133.6,0.906
Standard,Inst30,27,143.7,0.872
Standard,Inst30,28,133.4,0.929
Standard,Inst30,29,156.7,0.902
Standard,Inst30,30,157.8,0.918
Standard,Inst31,1,181,0.932
Standard,Inst31,2,226.1,0.898
Standard,Inst31,3,179.2,0.9
Standard,Inst31,4,188.9,0.95
Standard,Inst31,5,222.1,0.934
Standard,Inst31,6,190,0.897
Standard,Inst31,7,189,0.922
Standard,Inst31,8,206.9,0.924
Standard,Inst31,9,164.3,0.935
Standard,Inst31,10,238.6,0.927
Standard,Inst31,11,192.2,0.921
Standard,Inst31,12,187.8,0.921
Standard,Inst31,13,206.7,0.895
Standard,Inst31,14,229.7,0.97
Standard,Inst31,15,218.9,0.943
Standard,Inst31,16,185.1,0.922
Standard,Inst31,17,201.4,0.947
Standard,Inst31,18,198.6,0.944
Standard,Inst31,19,221.8,0.925
Standard,Inst31,20,163.9,0.912
Standard,Inst31,21,175,0.901
Standard,Inst31,22,179,0.927
Standard,Inst31,23,206.2,0.943
Standard,Inst31,24,197.4,0.94
Standard,Inst31,25,166.6,0.958
Standard,Inst31,26,236.8,0.923
Standard,Inst31,27,187.8,0.92
Standard,Inst31,28,227,0.925
Standard,Inst31,29,179.6,0.931
Standard,Inst31,30,170.4,0.943
Standard,Inst32,1,158,0.922
Standard,Inst32,2,201.8,0.907
Standard,Inst32,3,156.1,0.909
Standard,Inst32,4,225.1,0.93
Standard,Inst32,5,176,0.944
Standard,Inst32,6,157.4,0.863
Standard,Inst32,7,198.9,0.917
Standard,Inst32,8,150.5,0.909
Standard,Inst32,9,191.2,0.923
Standard,Inst32,10,187.1,0.909
Standard,Inst32,11,200.4,0.947
Standard,Inst32,12,157.3,0.915
Standard,Inst32,13,200.6,0.916
Standard,Inst32,14,154.3,0.907
Standard,Inst32,15,180.5,0.909
Standard,Inst32,16,161,0.899
Standard,Inst32,17,156,0.903
Standard,Inst32,18,160.5,0.887
Standard,Inst32,19,207.5,0.92
Standard,Inst32,20,183.6,0.959
Standard,Inst32,21,235.6,0.933
Standard,Inst32,22,142.1,0.922
Standard,Inst32,23,157.1,0.945
Standard,Inst32,24,166.4,0.925
Standard,Inst32,25,190.3,0.933
Standard,Inst32,26,209.4,0.91
Standard,Inst32,27,159.5,0.936
Standard,Inst32,28,214.6,0.88
Standard,Inst32,29,231.2,0.967
Standard,Inst32,30,169.6,0.966
Standard,Inst33,1,177.4,0.918
